Entity,Continent,Date,Daily_confirmed,Daily_deaths,Total_confirmed
Bahamas,America,2020-04-22,1,0,65
Bahamas,America,2020-04-23,5,0,70
Bahamas,America,2020-04-24,2,2,72
Bahamas,America,2020-04-25,1,0,73
Bahamas,America,2020-04-26,5,0,78
Bahamas,America,2020-04-27,2,0,80
Bahamas,America,2020-05-01,1,0,81
Bahamas,America,2020-05-02,1,0,82
Bahamas,America,2020-05-03,1,0,83
Bahamas,America,2020-05-06,6,0,89
Bahrain,Asia,2020-02-24,1,0,1
Bahrain,Asia,2020-02-25,1,0,2
Bahrain,Asia,2020-02-26,21,0,23
Bahrain,Asia,2020-02-27,10,0,33
Bahrain,Asia,2020-02-29,5,0,38
Bahrain,Asia,2020-03-01,3,0,41
Bahrain,Asia,2020-03-02,6,0,47
Bahrain,Asia,2020-03-04,2,0,49
Bahrain,Asia,2020-03-05,3,0,52
Bahrain,Asia,2020-03-07,4,0,56
Bahrain,Asia,2020-03-08,7,0,63
Bahrain,Asia,2020-03-09,16,0,79
Bahrain,Asia,2020-03-10,30,0,109
Bahrain,Asia,2020-03-11,1,0,110
Bahrain,Asia,2020-03-12,52,0,162
Bahrain,Asia,2020-03-14,48,0,210
Bahrain,Asia,2020-03-15,1,0,211
Bahrain,Asia,2020-03-16,3,0,214
Bahrain,Asia,2020-03-17,7,1,221
Bahrain,Asia,2020-03-18,16,0,237
Bahrain,Asia,2020-03-19,19,0,256
Bahrain,Asia,2020-03-20,13,0,269
Bahrain,Asia,2020-03-21,16,0,285
Bahrain,Asia,2020-03-22,21,0,306
Bahrain,Asia,2020-03-23,28,1,334
Bahrain,Asia,2020-03-24,5,0,339
Bahrain,Asia,2020-03-25,51,1,390
Bahrain,Asia,2020-03-26,29,0,419
Bahrain,Asia,2020-03-27,39,1,458
Bahrain,Asia,2020-03-28,8,0,466
Bahrain,Asia,2020-03-29,7,0,473
Bahrain,Asia,2020-03-30,27,0,500
Bahrain,Asia,2020-03-31,15,0,515
Bahrain,Asia,2020-04-01,52,0,567
Bahrain,Asia,2020-04-02,2,0,569
Bahrain,Asia,2020-04-03,74,0,643
Bahrain,Asia,2020-04-05,45,0,688
Bahrain,Asia,2020-04-06,12,0,700
Bahrain,Asia,2020-04-07,56,0,756
Bahrain,Asia,2020-04-08,55,1,811
Bahrain,Asia,2020-04-09,12,0,823
Bahrain,Asia,2020-04-10,64,0,887
Bahrain,Asia,2020-04-11,111,1,998
Bahrain,Asia,2020-04-12,42,0,1040
Bahrain,Asia,2020-04-13,96,0,1136
Bahrain,Asia,2020-04-14,225,1,1361
Bahrain,Asia,2020-04-15,167,0,1528
Bahrain,Asia,2020-04-16,145,0,1673
Bahrain,Asia,2020-04-17,27,0,1700
Bahrain,Asia,2020-04-18,44,0,1744
Bahrain,Asia,2020-04-19,29,0,1773
Bahrain,Asia,2020-04-20,100,0,1873
Bahrain,Asia,2020-04-21,34,0,1907
Bahrain,Asia,2020-04-22,66,0,1973
Bahrain,Asia,2020-04-23,34,0,2007
Bahrain,Asia,2020-04-24,210,1,2217
Bahrain,Asia,2020-04-25,301,0,2518
Bahrain,Asia,2020-04-26,71,0,2589
Bahrain,Asia,2020-04-27,58,0,2647
Bahrain,Asia,2020-04-28,76,0,2723
Bahrain,Asia,2020-04-29,88,0,2811
Bahrain,Asia,2020-04-30,110,0,2921
Bahrain,Asia,2020-05-01,119,0,3040
Bahrain,Asia,2020-05-02,130,0,3170
Bahrain,Asia,2020-05-03,114,0,3284
Bahrain,Asia,2020-05-04,99,0,3383
Bahrain,Asia,2020-05-05,150,0,3533
Bahrain,Asia,2020-05-06,187,0,3720
Bangladesh,Asia,2020-03-09,3,0,3
Bangladesh,Asia,2020-03-17,2,0,5
Bangladesh,Asia,2020-03-18,3,0,8
Bangladesh,Asia,2020-03-19,2,0,10
Bangladesh,Asia,2020-03-21,7,0,17
Bangladesh,Asia,2020-03-22,7,2,24
Bangladesh,Asia,2020-03-23,3,1,27
Bangladesh,Asia,2020-03-24,6,0,33
Bangladesh,Asia,2020-03-25,6,1,39
Bangladesh,Asia,2020-03-26,,1,39
Bangladesh,Asia,2020-03-27,9,0,48
Bangladesh,Asia,2020-03-30,1,0,49
Bangladesh,Asia,2020-04-01,2,0,51
Bangladesh,Asia,2020-04-02,3,1,54
Bangladesh,Asia,2020-04-03,2,0,56
Bangladesh,Asia,2020-04-04,5,0,61
Bangladesh,Asia,2020-04-05,9,2,70
Bangladesh,Asia,2020-04-06,18,1,88
Bangladesh,Asia,2020-04-07,35,3,123
Bangladesh,Asia,2020-04-08,41,5,164
Bangladesh,Asia,2020-04-09,54,3,218
Bangladesh,Asia,2020-04-10,112,1,330
Bangladesh,Asia,2020-04-11,94,6,424
Bangladesh,Asia,2020-04-12,58,3,482
Bangladesh,Asia,2020-04-13,139,4,621
Bangladesh,Asia,2020-04-14,182,5,803
Bangladesh,Asia,2020-04-15,209,7,1012
Bangladesh,Asia,2020-04-16,219,4,1231
Bangladesh,Asia,2020-04-17,341,10,1572
Bangladesh,Asia,2020-04-18,266,15,1838
Bangladesh,Asia,2020-04-19,306,9,2144
Bangladesh,Asia,2020-04-20,312,7,2456
Bangladesh,Asia,2020-04-21,492,10,2948
Bangladesh,Asia,2020-04-22,434,9,3382
Bangladesh,Asia,2020-04-23,390,10,3772
Bangladesh,Asia,2020-04-24,414,7,4186
Bangladesh,Asia,2020-04-25,503,4,4689
Bangladesh,Asia,2020-04-26,309,9,4998
Bangladesh,Asia,2020-04-27,418,5,5416
Bangladesh,Asia,2020-04-28,497,7,5913
Bangladesh,Asia,2020-04-29,549,3,6462
Bangladesh,Asia,2020-04-30,641,8,7103
Bangladesh,Asia,2020-05-01,564,5,7667
Bangladesh,Asia,2020-05-02,571,2,8238
Bangladesh,Asia,2020-05-03,552,5,8790
Bangladesh,Asia,2020-05-04,665,2,9455
Bangladesh,Asia,2020-05-05,688,5,10143
Bangladesh,Asia,2020-05-06,786,1,10929
Barbados,America,2020-03-18,1,0,1
Barbados,America,2020-03-20,1,0,2
Barbados,America,2020-03-21,4,0,6
Barbados,America,2020-03-22,8,0,14
Barbados,America,2020-03-23,3,0,17
Barbados,America,2020-03-25,1,0,18
Barbados,America,2020-03-27,6,0,24
Barbados,America,2020-03-29,2,0,26
Barbados,America,2020-03-30,7,0,33
Barbados,America,2020-03-31,1,0,34
Barbados,America,2020-04-02,11,0,45
Barbados,America,2020-04-05,6,0,51
Barbados,America,2020-04-06,5,1,56
Barbados,America,2020-04-07,4,1,60
Barbados,America,2020-04-08,3,1,63
Barbados,America,2020-04-10,3,0,66
Barbados,America,2020-04-11,1,1,67
Barbados,America,2020-04-12,1,0,68
Barbados,America,2020-04-13,3,0,71
Barbados,America,2020-04-14,1,0,72
Barbados,America,2020-04-15,1,1,73
Barbados,America,2020-04-16,2,0,75
Barbados,America,2020-04-23,1,1,76
Barbados,America,2020-04-26,3,0,79
Barbados,America,2020-04-28,1,0,80
Barbados,America,2020-04-30,,1,80
Barbados,America,2020-05-01,1,0,81
Barbados,America,2020-05-04,1,0,82
Belarus,Europe,2020-02-28,1,0,1
Belarus,Europe,2020-03-04,3,0,4
Belarus,Europe,2020-03-05,2,0,6
Belarus,Europe,2020-03-11,3,0,9
Belarus,Europe,2020-03-12,3,0,12
Belarus,Europe,2020-03-13,9,0,21
Belarus,Europe,2020-03-16,6,0,27
Belarus,Europe,2020-03-17,9,0,36
Belarus,Europe,2020-03-19,10,0,46
Belarus,Europe,2020-03-20,11,0,57
Belarus,Europe,2020-03-22,19,0,76
Belarus,Europe,2020-03-24,5,0,81
Belarus,Europe,2020-03-26,5,0,86
Belarus,Europe,2020-03-28,8,0,94
Belarus,Europe,2020-03-31,11,0,105
Belarus,Europe,2020-04-01,47,0,152
Belarus,Europe,2020-04-03,102,4,254
Belarus,Europe,2020-04-04,97,0,351
Belarus,Europe,2020-04-05,43,1,394
Belarus,Europe,2020-04-06,170,3,564
Belarus,Europe,2020-04-07,136,5,700
Belarus,Europe,2020-04-08,161,0,861
Belarus,Europe,2020-04-09,205,0,1066
Belarus,Europe,2020-04-10,420,3,1486
Belarus,Europe,2020-04-11,495,3,1981
Belarus,Europe,2020-04-12,245,4,2226
Belarus,Europe,2020-04-13,352,3,2578
Belarus,Europe,2020-04-14,341,3,2919
Belarus,Europe,2020-04-15,362,4,3281
Belarus,Europe,2020-04-16,447,3,3728
Belarus,Europe,2020-04-17,476,4,4204
Belarus,Europe,2020-04-18,575,2,4779
Belarus,Europe,2020-04-19,,3,4779
Belarus,Europe,2020-04-20,,2,4779
Belarus,Europe,2020-04-21,1485,4,6264
Belarus,Europe,2020-04-22,459,4,6723
Belarus,Europe,2020-04-23,558,3,7281
Belarus,Europe,2020-04-24,741,2,8022
Belarus,Europe,2020-04-25,751,3,8773
Belarus,Europe,2020-04-26,817,4,9590
Belarus,Europe,2020-04-27,873,5,10463
Belarus,Europe,2020-04-28,826,3,11289
Belarus,Europe,2020-04-29,919,4,12208
Belarus,Europe,2020-04-30,973,5,13181
Belarus,Europe,2020-05-01,846,5,14027
Belarus,Europe,2020-05-02,890,4,14917
Belarus,Europe,2020-05-03,911,4,15828
Belarus,Europe,2020-05-04,877,2,16705
Belarus,Europe,2020-05-05,784,4,17489
Belarus,Europe,2020-05-06,861,4,18350
Belgium,Europe,2020-02-04,1,0,1
Belgium,Europe,2020-03-02,1,0,2
Belgium,Europe,2020-03-03,6,0,8
Belgium,Europe,2020-03-04,5,0,13
Belgium,Europe,2020-03-05,10,0,23
Belgium,Europe,2020-03-06,27,0,50
Belgium,Europe,2020-03-07,59,0,109
Belgium,Europe,2020-03-08,60,0,169
Belgium,Europe,2020-03-09,31,0,200
Belgium,Europe,2020-03-10,39,0,239
Belgium,Europe,2020-03-11,28,0,267
Belgium,Europe,2020-03-12,47,3,314
Belgium,Europe,2020-03-13,85,0,399
Belgium,Europe,2020-03-14,160,0,559
Belgium,Europe,2020-03-15,130,1,689
Belgium,Europe,2020-03-16,197,0,886
Belgium,Europe,2020-03-17,199,1,1085
Belgium,Europe,2020-03-18,158,0,1243
Belgium,Europe,2020-03-19,243,9,1486
Belgium,Europe,2020-03-20,309,7,1795
Belgium,Europe,2020-03-21,462,16,2257
Belgium,Europe,2020-03-22,558,30,2815
Belgium,Europe,2020-03-23,586,8,3401
Belgium,Europe,2020-03-24,342,13,3743
Belgium,Europe,2020-03-25,526,34,4269
Belgium,Europe,2020-03-26,668,56,4937
Belgium,Europe,2020-03-27,1298,42,6235
Belgium,Europe,2020-03-28,1049,69,7284
Belgium,Europe,2020-03-29,1850,64,9134
Belgium,Europe,2020-03-30,1702,78,10836
Belgium,Europe,2020-03-31,1063,82,11899
Belgium,Europe,2020-04-01,876,192,12775
Belgium,Europe,2020-04-02,1189,123,13964
Belgium,Europe,2020-04-03,1384,183,15348
Belgium,Europe,2020-04-04,1422,132,16770
Belgium,Europe,2020-04-05,1661,140,18431
Belgium,Europe,2020-04-06,1260,164,19691
Belgium,Europe,2020-04-07,1123,185,20814
Belgium,Europe,2020-04-08,1380,403,22194
Belgium,Europe,2020-04-09,1209,205,23403
Belgium,Europe,2020-04-10,1580,283,24983
Belgium,Europe,2020-04-11,1684,496,26667
Belgium,Europe,2020-04-12,1351,327,28018
Belgium,Europe,2020-04-13,1629,254,29647
Belgium,Europe,2020-04-14,942,303,30589
Belgium,Europe,2020-04-15,530,254,31119
Belgium,Europe,2020-04-16,2454,283,33573
Belgium,Europe,2020-04-17,1236,417,34809
Belgium,Europe,2020-04-18,1329,306,36138
Belgium,Europe,2020-04-19,1045,290,37183
Belgium,Europe,2020-04-20,1313,230,38496
Belgium,Europe,2020-04-21,1487,145,39983
Belgium,Europe,2020-04-22,973,170,40956
Belgium,Europe,2020-04-23,933,264,41889
Belgium,Europe,2020-04-24,908,228,42797
Belgium,Europe,2020-04-25,1496,189,44293
Belgium,Europe,2020-04-26,1032,238,45325
Belgium,Europe,2020-04-27,809,177,46134
Belgium,Europe,2020-04-28,553,113,46687
Belgium,Europe,2020-04-29,647,124,47334
Belgium,Europe,2020-04-30,525,170,47859
Belgium,Europe,2020-05-01,660,93,48519
Belgium,Europe,2020-05-02,513,109,49032
Belgium,Europe,2020-05-03,485,62,49517
Belgium,Europe,2020-05-04,389,79,49906
Belgium,Europe,2020-05-05,361,80,50267
Belgium,Europe,2020-05-06,242,92,50509
Belize,America,2020-03-24,1,0,1
Belize,America,2020-03-26,1,0,2
Belize,America,2020-03-31,1,0,3
Belize,America,2020-04-04,1,0,4
Belize,America,2020-04-06,1,1,5
Belize,America,2020-04-07,2,0,7
Belize,America,2020-04-09,1,0,8
Belize,America,2020-04-10,1,0,9
Belize,America,2020-04-11,1,1,10
Belize,America,2020-04-12,3,0,13
Belize,America,2020-04-13,1,0,14
Belize,America,2020-04-14,4,0,18
Benin,Africa,2020-03-17,1,0,1
Benin,Africa,2020-03-20,1,0,2
Benin,Africa,2020-03-24,3,0,5
Benin,Africa,2020-03-27,1,0,6
Benin,Africa,2020-04-01,2,0,8
Benin,Africa,2020-04-02,5,0,13
Benin,Africa,2020-04-04,3,0,16
Benin,Africa,2020-04-06,6,0,22
Benin,Africa,2020-04-07,4,1,26
Benin,Africa,2020-04-10,4,0,30
Benin,Africa,2020-04-11,5,0,35
Benin,Africa,2020-04-17,2,0,37
Benin,Africa,2020-04-21,17,0,54
Benin,Africa,2020-04-24,4,0,58
Benin,Africa,2020-04-27,6,0,64
Benin,Africa,2020-04-30,5,1,69
Benin,Africa,2020-05-01,15,0,84
Benin,Africa,2020-05-02,6,0,90
Benin,Africa,2020-05-05,6,0,96
Bermuda,Etc,2020-03-20,2,0,2
Bermuda,Etc,2020-03-23,4,0,6
Bermuda,Etc,2020-03-27,9,0,15
Bermuda,Etc,2020-03-28,2,0,17
Bermuda,Etc,2020-03-29,5,0,22
Bermuda,Etc,2020-03-31,5,0,27
Bermuda,Etc,2020-04-01,5,0,32
Bermuda,Etc,2020-04-03,3,0,35
Bermuda,Etc,2020-04-05,2,0,37
Bermuda,Etc,2020-04-07,2,2,39
Bermuda,Etc,2020-04-09,,1,39
Bermuda,Etc,2020-04-10,9,1,48
Bermuda,Etc,2020-04-12,2,0,50
Bermuda,Etc,2020-04-13,7,0,57
Bermuda,Etc,2020-04-15,,1,57
Bermuda,Etc,2020-04-16,24,0,81
Bermuda,Etc,2020-04-17,2,0,83
Bermuda,Etc,2020-04-19,3,0,86
Bermuda,Etc,2020-04-22,12,0,98
Bermuda,Etc,2020-04-23,1,0,99
Bermuda,Etc,2020-04-27,10,0,109
Bermuda,Etc,2020-04-28,1,1,110
Bermuda,Etc,2020-04-30,1,0,111
Bermuda,Etc,2020-05-01,3,0,114
Bermuda,Etc,2020-05-03,,1,114
Bermuda,Etc,2020-05-04,1,0,115
Bhutan,Asia,2020-03-06,1,0,1
Bhutan,Asia,2020-03-21,1,0,2
Bhutan,Asia,2020-03-26,1,0,3
Bhutan,Asia,2020-03-29,1,0,4
Bhutan,Asia,2020-04-02,1,0,5
Bhutan,Asia,2020-04-21,1,0,6
Bhutan,Asia,2020-04-23,1,0,7
Bolivia,America,2020-03-12,2,0,2
Bolivia,America,2020-03-13,1,0,3
Bolivia,America,2020-03-14,7,0,10
Bolivia,America,2020-03-17,1,0,11
Bolivia,America,2020-03-18,1,0,12
Bolivia,America,2020-03-20,3,0,15
Bolivia,America,2020-03-21,4,0,19
Bolivia,America,2020-03-22,1,0,20
Bolivia,America,2020-03-23,7,0,27
Bolivia,America,2020-03-24,1,0,28
Bolivia,America,2020-03-25,4,0,32
Bolivia,America,2020-03-26,7,0,39
Bolivia,America,2020-03-27,22,0,61
Bolivia,America,2020-03-28,13,0,74
Bolivia,America,2020-03-29,7,0,81
Bolivia,America,2020-03-30,15,3,96
Bolivia,America,2020-03-31,11,3,107
Bolivia,America,2020-04-01,8,1,115
Bolivia,America,2020-04-02,8,1,123
Bolivia,America,2020-04-03,9,1,132
Bolivia,America,2020-04-04,7,1,139
Bolivia,America,2020-04-05,18,0,157
Bolivia,America,2020-04-06,26,1,183
Bolivia,America,2020-04-07,11,3,194
Bolivia,America,2020-04-08,16,1,210
Bolivia,America,2020-04-09,54,3,264
Bolivia,America,2020-04-10,4,1,268
Bolivia,America,2020-04-11,8,1,276
Bolivia,America,2020-04-12,24,4,300
Bolivia,America,2020-04-13,30,3,330
Bolivia,America,2020-04-14,24,1,354
Bolivia,America,2020-04-15,43,0,397
Bolivia,America,2020-04-16,44,1,441
Bolivia,America,2020-04-17,24,2,465
Bolivia,America,2020-04-18,28,0,493
Bolivia,America,2020-04-19,27,1,520
Bolivia,America,2020-04-20,44,1,564
Bolivia,America,2020-04-21,34,1,598
Bolivia,America,2020-04-22,11,3,609
Bolivia,America,2020-04-23,63,3,672
Bolivia,America,2020-04-24,31,3,703
Bolivia,America,2020-04-25,104,1,807
Bolivia,America,2020-04-26,59,2,866
Bolivia,America,2020-04-27,84,4,950
Bolivia,America,2020-04-28,64,3,1014
Bolivia,America,2020-04-29,39,2,1053
Bolivia,America,2020-04-30,57,4,1110
Bolivia,America,2020-05-01,57,3,1167
Bolivia,America,2020-05-02,62,4,1229
Bolivia,America,2020-05-03,241,5,1470
Bolivia,America,2020-05-04,124,5,1594
Bolivia,America,2020-05-05,87,6,1681
Bolivia,America,2020-05-06,121,4,1802
Bonaire Sint Eustatius and Saba,Etc,2020-04-02,2,0,2
Bonaire Sint Eustatius and Saba,Etc,2020-04-13,1,0,3
Bonaire Sint Eustatius and Saba,Etc,2020-04-14,1,0,4
Bonaire Sint Eustatius and Saba,Etc,2020-04-20,1,0,5
Bonaire Sint Eustatius and Saba,Etc,2020-04-22,1,0,6
Bosnia and Herzegovina,Europe,2020-03-06,2,0,2
Bosnia and Herzegovina,Europe,2020-03-12,1,0,3
Bosnia and Herzegovina,Europe,2020-03-16,15,0,18
Bosnia and Herzegovina,Europe,2020-03-17,3,0,21
Bosnia and Herzegovina,Europe,2020-03-19,15,0,36
Bosnia and Herzegovina,Europe,2020-03-20,8,0,44
Bosnia and Herzegovina,Europe,2020-03-22,48,1,92
Bosnia and Herzegovina,Europe,2020-03-23,33,0,125
Bosnia and Herzegovina,Europe,2020-03-24,4,0,129
Bosnia and Herzegovina,Europe,2020-03-25,33,1,162
Bosnia and Herzegovina,Europe,2020-03-26,19,1,181
Bosnia and Herzegovina,Europe,2020-03-28,48,0,229
Bosnia and Herzegovina,Europe,2020-03-29,28,2,257
Bosnia and Herzegovina,Europe,2020-03-30,66,1,323
Bosnia and Herzegovina,Europe,2020-03-31,30,2,353
Bosnia and Herzegovina,Europe,2020-04-01,60,4,413
Bosnia and Herzegovina,Europe,2020-04-02,51,1,464
Bosnia and Herzegovina,Europe,2020-04-03,68,4,532
Bosnia and Herzegovina,Europe,2020-04-04,54,1,586
Bosnia and Herzegovina,Europe,2020-04-05,46,3,632
Bosnia and Herzegovina,Europe,2020-04-06,31,3,663
Bosnia and Herzegovina,Europe,2020-04-07,32,4,695
Bosnia and Herzegovina,Europe,2020-04-08,86,4,781
Bosnia and Herzegovina,Europe,2020-04-09,35,3,816
Bosnia and Herzegovina,Europe,2020-04-10,59,1,875
Bosnia and Herzegovina,Europe,2020-04-11,26,1,901
Bosnia and Herzegovina,Europe,2020-04-12,47,0,948
Bosnia and Herzegovina,Europe,2020-04-13,59,1,1007
Bosnia and Herzegovina,Europe,2020-04-14,21,0,1028
Bosnia and Herzegovina,Europe,2020-04-15,45,1,1073
Bosnia and Herzegovina,Europe,2020-04-16,27,1,1100
Bosnia and Herzegovina,Europe,2020-04-17,52,1,1152
Bosnia and Herzegovina,Europe,2020-04-18,58,3,1210
Bosnia and Herzegovina,Europe,2020-04-19,44,1,1254
Bosnia and Herzegovina,Europe,2020-04-20,15,1,1269
Bosnia and Herzegovina,Europe,2020-04-21,31,2,1300
Bosnia and Herzegovina,Europe,2020-04-22,40,2,1340
Bosnia and Herzegovina,Europe,2020-04-23,27,2,1367
Bosnia and Herzegovina,Europe,2020-04-24,46,1,1413
Bosnia and Herzegovina,Europe,2020-04-25,7,1,1420
Bosnia and Herzegovina,Europe,2020-04-26,65,2,1485
Bosnia and Herzegovina,Europe,2020-04-27,31,2,1516
Bosnia and Herzegovina,Europe,2020-04-28,48,2,1564
Bosnia and Herzegovina,Europe,2020-04-29,24,2,1588
Bosnia and Herzegovina,Europe,2020-05-01,101,2,1689
Bosnia and Herzegovina,Europe,2020-05-02,92,6,1781
Bosnia and Herzegovina,Europe,2020-05-03,58,2,1839
Bosnia and Herzegovina,Europe,2020-05-04,18,5,1857
Bosnia and Herzegovina,Europe,2020-05-05,69,1,1926
Bosnia and Herzegovina,Europe,2020-05-06,20,1,1946
Botswana,Africa,2020-04-01,3,0,3
Botswana,Africa,2020-04-02,1,1,4
Botswana,Africa,2020-04-06,2,0,6
Botswana,Africa,2020-04-09,1,0,7
Botswana,Africa,2020-04-10,6,0,13
Botswana,Africa,2020-04-17,2,0,15
Botswana,Africa,2020-04-20,5,0,20
Botswana,Africa,2020-04-23,2,0,22
Botswana,Africa,2020-04-29,1,0,23
Brazil,America,2020-02-26,1,0,1
Brazil,America,2020-03-01,1,0,2
Brazil,America,2020-03-05,1,0,3
Brazil,America,2020-03-06,5,0,8
Brazil,America,2020-03-07,5,0,13
Brazil,America,2020-03-09,12,0,25
Brazil,America,2020-03-11,9,0,34
Brazil,America,2020-03-12,18,0,52
Brazil,America,2020-03-13,25,0,77
Brazil,America,2020-03-14,21,0,98
Brazil,America,2020-03-15,23,0,121
Brazil,America,2020-03-16,79,0,200
Brazil,America,2020-03-17,34,0,234
Brazil,America,2020-03-18,57,1,291
Brazil,America,2020-03-19,137,3,428
Brazil,America,2020-03-20,193,2,621
Brazil,America,2020-03-21,283,5,904
Brazil,America,2020-03-22,224,7,1128
Brazil,America,2020-03-23,418,7,1546
Brazil,America,2020-03-24,345,9,1891
Brazil,America,2020-03-25,310,12,2201
Brazil,America,2020-03-26,232,11,2433
Brazil,America,2020-03-27,482,20,2915
Brazil,America,2020-03-28,502,15,3417
Brazil,America,2020-03-29,487,22,3904
Brazil,America,2020-03-30,352,22,4256
Brazil,America,2020-03-31,323,23,4579
Brazil,America,2020-04-01,1138,42,5717
Brazil,America,2020-04-02,1119,40,6836
Brazil,America,2020-04-03,1074,58,7910
Brazil,America,2020-04-04,1146,60,9056
Brazil,America,2020-04-05,1222,73,10278
Brazil,America,2020-04-06,852,54,11130
Brazil,America,2020-04-07,926,67,12056
Brazil,America,2020-04-08,1661,114,13717
Brazil,America,2020-04-09,2210,133,15927
Brazil,America,2020-04-10,1930,141,17857
Brazil,America,2020-04-11,1781,115,19638
Brazil,America,2020-04-12,1089,68,20727
Brazil,America,2020-04-13,1442,99,22169
Brazil,America,2020-04-14,1261,105,23430
Brazil,America,2020-04-15,1832,204,25262
Brazil,America,2020-04-16,3058,204,28320
Brazil,America,2020-04-17,2105,188,30425
Brazil,America,2020-04-18,3257,217,33682
Brazil,America,2020-04-19,2917,206,36599
Brazil,America,2020-04-20,2055,115,38654
Brazil,America,2020-04-21,1927,113,40581
Brazil,America,2020-04-22,2498,166,43079
Brazil,America,2020-04-23,2678,165,45757
Brazil,America,2020-04-24,3735,407,49492
Brazil,America,2020-04-25,3503,357,52995
Brazil,America,2020-04-26,5514,346,58509
Brazil,America,2020-04-27,3379,189,61888
Brazil,America,2020-04-28,4613,338,66501
Brazil,America,2020-04-29,5385,474,71886
Brazil,America,2020-04-30,6276,449,78162
Brazil,America,2020-05-01,7218,435,85380
Brazil,America,2020-05-02,6209,428,91589
Brazil,America,2020-05-03,4970,421,96559
Brazil,America,2020-05-04,4588,275,101147
Brazil,America,2020-05-05,6633,296,107780
Brazil,America,2020-05-06,6935,600,114715
British Virgin Islands,Etc,2020-03-27,2,0,2
British Virgin Islands,Etc,2020-03-31,1,0,3
British Virgin Islands,Etc,2020-04-20,1,1,4
British Virgin Islands,Etc,2020-04-21,1,0,5
British Virgin Islands,Etc,2020-04-25,1,0,6
British Virgin Islands,Etc,2020-05-05,1,0,7
Brunei,Asia,2020-03-10,1,0,1
Brunei,Asia,2020-03-12,10,0,11
Brunei,Asia,2020-03-13,14,0,25
Brunei,Asia,2020-03-14,12,0,37
Brunei,Asia,2020-03-15,3,0,40
Brunei,Asia,2020-03-16,10,0,50
Brunei,Asia,2020-03-17,4,0,54
Brunei,Asia,2020-03-18,2,0,56
Brunei,Asia,2020-03-19,12,0,68
Brunei,Asia,2020-03-20,5,0,73
Brunei,Asia,2020-03-21,5,0,78
Brunei,Asia,2020-03-22,5,0,83
Brunei,Asia,2020-03-23,5,0,88
Brunei,Asia,2020-03-24,3,0,91
Brunei,Asia,2020-03-25,13,0,104
Brunei,Asia,2020-03-26,3,0,107
Brunei,Asia,2020-03-27,7,0,114
Brunei,Asia,2020-03-28,1,0,115
Brunei,Asia,2020-03-29,5,1,120
Brunei,Asia,2020-03-30,6,0,126
Brunei,Asia,2020-03-31,1,0,127
Brunei,Asia,2020-04-01,2,0,129
Brunei,Asia,2020-04-02,2,0,131
Brunei,Asia,2020-04-03,2,0,133
Brunei,Asia,2020-04-05,2,0,135
Brunei,Asia,2020-04-11,1,0,136
Brunei,Asia,2020-04-19,1,0,137
Brunei,Asia,2020-04-20,1,0,138
Bulgaria,Europe,2020-03-08,2,0,2
Bulgaria,Europe,2020-03-09,2,0,4
Bulgaria,Europe,2020-03-12,3,1,7
Bulgaria,Europe,2020-03-13,16,0,23
Bulgaria,Europe,2020-03-14,8,0,31
Bulgaria,Europe,2020-03-15,10,1,41
Bulgaria,Europe,2020-03-16,10,0,51
Bulgaria,Europe,2020-03-17,11,0,62
Bulgaria,Europe,2020-03-18,19,0,81
Bulgaria,Europe,2020-03-19,11,0,92
Bulgaria,Europe,2020-03-20,13,1,105
Bulgaria,Europe,2020-03-21,22,0,127
Bulgaria,Europe,2020-03-22,36,0,163
Bulgaria,Europe,2020-03-23,22,0,185
Bulgaria,Europe,2020-03-24,16,0,201
Bulgaria,Europe,2020-03-25,19,0,220
Bulgaria,Europe,2020-03-26,22,0,242
Bulgaria,Europe,2020-03-27,22,0,264
Bulgaria,Europe,2020-03-28,29,0,293
Bulgaria,Europe,2020-03-29,38,4,331
Bulgaria,Europe,2020-03-30,15,1,346
Bulgaria,Europe,2020-03-31,13,0,359
Bulgaria,Europe,2020-04-01,40,0,399
Bulgaria,Europe,2020-04-02,23,2,422
Bulgaria,Europe,2020-04-03,35,0,457
Bulgaria,Europe,2020-04-04,28,4,485
Bulgaria,Europe,2020-04-05,18,3,503
Bulgaria,Europe,2020-04-06,28,3,531
Bulgaria,Europe,2020-04-07,18,2,549
Bulgaria,Europe,2020-04-08,28,1,577
Bulgaria,Europe,2020-04-09,16,1,593
Bulgaria,Europe,2020-04-10,31,0,624
Bulgaria,Europe,2020-04-11,11,1,635
