Entity,Continent,Date,Daily_confirmed,Daily_deaths,Total_confirmed
Liberia,Africa,2020-04-27,4,1,124
Liberia,Africa,2020-04-28,9,4,133
Liberia,Africa,2020-04-29,8,0,141
Liberia,Africa,2020-05-02,11,2,152
Liberia,Africa,2020-05-03,2,0,154
Liberia,Africa,2020-05-04,4,0,158
Liberia,Africa,2020-05-05,8,0,166
Liberia,Africa,2020-05-06,4,2,170
Libya,Africa,2020-03-25,1,0,1
Libya,Africa,2020-03-30,7,0,8
Libya,Africa,2020-04-01,2,0,10
Libya,Africa,2020-04-03,1,1,11
Libya,Africa,2020-04-05,7,0,18
Libya,Africa,2020-04-08,1,0,19
Libya,Africa,2020-04-09,2,0,21
Libya,Africa,2020-04-10,3,0,24
Libya,Africa,2020-04-12,1,0,25
Libya,Africa,2020-04-14,1,0,26
Libya,Africa,2020-04-15,9,0,35
Libya,Africa,2020-04-16,13,0,48
Libya,Africa,2020-04-17,1,0,49
Libya,Africa,2020-04-21,2,0,51
Libya,Africa,2020-04-23,8,0,59
Libya,Africa,2020-04-24,1,1,60
Libya,Africa,2020-04-25,1,0,61
Libya,Africa,2020-05-01,,1,61
Libya,Africa,2020-05-02,2,0,63
Liechtenstein,Europe,2020-03-05,1,0,1
Liechtenstein,Europe,2020-03-12,2,0,3
Liechtenstein,Europe,2020-03-13,1,0,4
Liechtenstein,Europe,2020-03-16,3,0,7
Liechtenstein,Europe,2020-03-19,18,0,25
Liechtenstein,Europe,2020-03-21,9,0,34
Liechtenstein,Europe,2020-03-22,2,0,36
Liechtenstein,Europe,2020-03-23,10,0,46
Liechtenstein,Europe,2020-03-25,1,0,47
Liechtenstein,Europe,2020-03-26,4,0,51
Liechtenstein,Europe,2020-03-27,5,0,56
Liechtenstein,Europe,2020-03-28,4,0,60
Liechtenstein,Europe,2020-03-29,1,0,61
Liechtenstein,Europe,2020-03-30,1,0,62
Liechtenstein,Europe,2020-03-31,2,0,64
Liechtenstein,Europe,2020-04-01,4,0,68
Liechtenstein,Europe,2020-04-02,4,0,72
Liechtenstein,Europe,2020-04-03,3,0,75
Liechtenstein,Europe,2020-04-05,2,1,77
Liechtenstein,Europe,2020-04-06,1,0,78
Liechtenstein,Europe,2020-04-09,1,0,79
Liechtenstein,Europe,2020-04-11,1,0,80
Liechtenstein,Europe,2020-04-14,1,0,81
Liechtenstein,Europe,2020-04-19,1,0,82
Liechtenstein,Europe,2020-04-26,1,0,83
Lithuania,Europe,2020-02-28,1,0,1
Lithuania,Europe,2020-03-11,2,0,3
Lithuania,Europe,2020-03-14,3,0,6
Lithuania,Europe,2020-03-15,3,0,9
Lithuania,Europe,2020-03-16,5,0,14
Lithuania,Europe,2020-03-17,3,0,17
Lithuania,Europe,2020-03-18,8,0,25
Lithuania,Europe,2020-03-19,8,0,33
Lithuania,Europe,2020-03-20,15,0,48
Lithuania,Europe,2020-03-21,21,1,69
Lithuania,Europe,2020-03-22,36,0,105
Lithuania,Europe,2020-03-23,38,0,143
Lithuania,Europe,2020-03-24,36,0,179
Lithuania,Europe,2020-03-25,30,1,209
Lithuania,Europe,2020-03-26,65,2,274
Lithuania,Europe,2020-03-27,25,0,299
Lithuania,Europe,2020-03-28,59,1,358
Lithuania,Europe,2020-03-29,36,2,394
Lithuania,Europe,2020-03-30,90,0,484
Lithuania,Europe,2020-04-01,49,0,533
Lithuania,Europe,2020-04-02,48,1,581
Lithuania,Europe,2020-04-03,68,1,649
Lithuania,Europe,2020-04-04,122,0,771
Lithuania,Europe,2020-04-06,40,4,811
Lithuania,Europe,2020-04-07,32,1,843
Lithuania,Europe,2020-04-08,37,1,880
Lithuania,Europe,2020-04-09,32,0,912
Lithuania,Europe,2020-04-10,43,0,955
Lithuania,Europe,2020-04-11,44,2,999
Lithuania,Europe,2020-04-12,54,6,1053
Lithuania,Europe,2020-04-13,9,1,1062
Lithuania,Europe,2020-04-14,8,0,1070
Lithuania,Europe,2020-04-16,21,5,1091
Lithuania,Europe,2020-04-17,58,3,1149
Lithuania,Europe,2020-04-18,90,1,1239
Lithuania,Europe,2020-04-19,59,0,1298
Lithuania,Europe,2020-04-20,28,3,1326
Lithuania,Europe,2020-04-21,24,1,1350
Lithuania,Europe,2020-04-22,20,1,1370
Lithuania,Europe,2020-04-23,28,0,1398
Lithuania,Europe,2020-04-24,12,2,1410
Lithuania,Europe,2020-04-26,16,1,1426
Lithuania,Europe,2020-04-27,12,0,1438
Lithuania,Europe,2020-04-28,11,0,1449
Lithuania,Europe,2020-04-29,-105,3,1344
Lithuania,Europe,2020-04-30,31,1,1375
Lithuania,Europe,2020-05-01,10,0,1385
Lithuania,Europe,2020-05-02,14,0,1399
Lithuania,Europe,2020-05-03,7,1,1406
Lithuania,Europe,2020-05-04,4,0,1410
Lithuania,Europe,2020-05-05,9,0,1419
Lithuania,Europe,2020-05-06,4,0,1423
Luxembourg,Europe,2020-03-01,1,0,1
Luxembourg,Europe,2020-03-07,2,0,3
Luxembourg,Europe,2020-03-09,2,0,5
Luxembourg,Europe,2020-03-11,2,0,7
Luxembourg,Europe,2020-03-13,19,0,26
Luxembourg,Europe,2020-03-14,12,1,38
Luxembourg,Europe,2020-03-16,39,0,77
Luxembourg,Europe,2020-03-17,4,0,81
Luxembourg,Europe,2020-03-18,59,0,140
Luxembourg,Europe,2020-03-19,70,1,210
Luxembourg,Europe,2020-03-20,135,2,345
Luxembourg,Europe,2020-03-21,139,1,484
Luxembourg,Europe,2020-03-22,186,3,670
Luxembourg,Europe,2020-03-23,128,0,798
Luxembourg,Europe,2020-03-24,77,0,875
Luxembourg,Europe,2020-03-25,224,0,1099
Luxembourg,Europe,2020-03-26,234,0,1333
Luxembourg,Europe,2020-03-27,120,1,1453
Luxembourg,Europe,2020-03-28,152,6,1605
Luxembourg,Europe,2020-03-29,226,3,1831
Luxembourg,Europe,2020-03-30,119,3,1950
Luxembourg,Europe,2020-03-31,38,1,1988
Luxembourg,Europe,2020-04-01,190,1,2178
Luxembourg,Europe,2020-04-02,141,6,2319
Luxembourg,Europe,2020-04-03,168,1,2487
Luxembourg,Europe,2020-04-04,125,1,2612
Luxembourg,Europe,2020-04-05,117,0,2729
Luxembourg,Europe,2020-04-06,75,5,2804
Luxembourg,Europe,2020-04-07,39,5,2843
Luxembourg,Europe,2020-04-08,127,3,2970
Luxembourg,Europe,2020-04-09,64,2,3034
Luxembourg,Europe,2020-04-10,81,6,3115
Luxembourg,Europe,2020-04-11,108,2,3223
Luxembourg,Europe,2020-04-12,47,8,3270
Luxembourg,Europe,2020-04-13,11,4,3281
Luxembourg,Europe,2020-04-14,11,1,3292
Luxembourg,Europe,2020-04-15,15,0,3307
Luxembourg,Europe,2020-04-16,66,2,3373
Luxembourg,Europe,2020-04-17,71,0,3444
Luxembourg,Europe,2020-04-18,36,3,3480
Luxembourg,Europe,2020-04-19,57,0,3537
Luxembourg,Europe,2020-04-20,13,1,3550
Luxembourg,Europe,2020-04-21,8,2,3558
Luxembourg,Europe,2020-04-22,60,3,3618
Luxembourg,Europe,2020-04-23,36,2,3654
Luxembourg,Europe,2020-04-24,11,3,3665
Luxembourg,Europe,2020-04-25,30,2,3695
Luxembourg,Europe,2020-04-26,16,0,3711
Luxembourg,Europe,2020-04-27,12,3,3723
Luxembourg,Europe,2020-04-28,6,0,3729
Luxembourg,Europe,2020-04-29,12,1,3741
Luxembourg,Europe,2020-04-30,28,0,3769
Luxembourg,Europe,2020-05-01,15,1,3784
Luxembourg,Europe,2020-05-02,18,2,3802
Luxembourg,Europe,2020-05-03,10,0,3812
Luxembourg,Europe,2020-05-04,12,4,3824
Luxembourg,Europe,2020-05-05,4,0,3828
Luxembourg,Europe,2020-05-06,12,0,3840
Macedonia,Europe,2020-02-27,1,0,1
Macedonia,Europe,2020-03-07,2,0,3
Macedonia,Europe,2020-03-11,4,0,7
Macedonia,Europe,2020-03-13,2,0,9
Macedonia,Europe,2020-03-14,4,0,13
Macedonia,Europe,2020-03-17,6,0,19
Macedonia,Europe,2020-03-18,12,0,31
Macedonia,Europe,2020-03-19,11,0,42
Macedonia,Europe,2020-03-20,6,0,48
Macedonia,Europe,2020-03-21,22,0,70
Macedonia,Europe,2020-03-22,15,0,85
Macedonia,Europe,2020-03-23,29,1,114
Macedonia,Europe,2020-03-24,22,1,136
Macedonia,Europe,2020-03-25,12,0,148
Macedonia,Europe,2020-03-26,29,0,177
Macedonia,Europe,2020-03-27,24,1,201
Macedonia,Europe,2020-03-28,18,0,219
Macedonia,Europe,2020-03-29,22,1,241
Macedonia,Europe,2020-03-30,18,2,259
Macedonia,Europe,2020-03-31,26,1,285
Macedonia,Europe,2020-04-01,44,2,329
Macedonia,Europe,2020-04-02,25,1,354
Macedonia,Europe,2020-04-03,,1,354
Macedonia,Europe,2020-04-04,76,1,430
Macedonia,Europe,2020-04-05,53,5,483
Macedonia,Europe,2020-04-07,87,4,570
Macedonia,Europe,2020-04-08,29,5,599
Macedonia,Europe,2020-04-09,18,4,617
Macedonia,Europe,2020-04-10,46,2,663
Macedonia,Europe,2020-04-11,48,0,711
Macedonia,Europe,2020-04-12,49,2,760
Macedonia,Europe,2020-04-13,68,0,828
Macedonia,Europe,2020-04-14,26,4,854
Macedonia,Europe,2020-04-15,54,6,908
Macedonia,Europe,2020-04-16,66,1,974
Macedonia,Europe,2020-04-17,107,1,1081
Macedonia,Europe,2020-04-18,36,3,1117
Macedonia,Europe,2020-04-19,53,0,1170
Macedonia,Europe,2020-04-20,37,2,1207
Macedonia,Europe,2020-04-21,18,3,1225
Macedonia,Europe,2020-04-22,6,1,1231
Macedonia,Europe,2020-04-23,28,1,1259
Macedonia,Europe,2020-04-24,41,0,1300
Macedonia,Europe,2020-04-25,26,1,1326
Macedonia,Europe,2020-04-26,41,2,1367
Macedonia,Europe,2020-04-27,19,2,1386
Macedonia,Europe,2020-04-28,13,4,1399
Macedonia,Europe,2020-04-29,22,6,1421
Macedonia,Europe,2020-04-30,21,2,1442
Macedonia,Europe,2020-05-01,23,4,1465
Macedonia,Europe,2020-05-02,29,4,1494
Macedonia,Europe,2020-05-03,12,1,1506
Macedonia,Europe,2020-05-04,5,2,1511
Macedonia,Europe,2020-05-05,7,1,1518
Macedonia,Europe,2020-05-06,8,1,1526
Madagascar,Africa,2020-03-21,3,0,3
Madagascar,Africa,2020-03-24,14,0,17
Madagascar,Africa,2020-03-25,2,0,19
Madagascar,Africa,2020-03-27,4,0,23
Madagascar,Africa,2020-03-28,1,0,24
Madagascar,Africa,2020-03-29,4,0,28
Madagascar,Africa,2020-03-30,9,0,37
Madagascar,Africa,2020-03-31,7,0,44
Madagascar,Africa,2020-04-01,2,0,46
Madagascar,Africa,2020-04-02,8,0,54
Madagascar,Africa,2020-04-03,5,0,59
Madagascar,Africa,2020-04-04,6,0,65
Madagascar,Africa,2020-04-05,6,0,71
Madagascar,Africa,2020-04-06,1,0,72
Madagascar,Africa,2020-04-07,5,0,77
Madagascar,Africa,2020-04-08,8,0,85
Madagascar,Africa,2020-04-09,8,0,93
Madagascar,Africa,2020-04-11,9,0,102
Madagascar,Africa,2020-04-13,4,0,106
Madagascar,Africa,2020-04-15,2,0,108
Madagascar,Africa,2020-04-16,2,0,110
Madagascar,Africa,2020-04-17,1,0,111
Madagascar,Africa,2020-04-18,6,0,117
Madagascar,Africa,2020-04-20,4,0,121
Madagascar,Africa,2020-04-25,1,0,122
Madagascar,Africa,2020-04-26,2,0,124
Madagascar,Africa,2020-04-28,4,0,128
Madagascar,Africa,2020-05-01,4,0,132
Madagascar,Africa,2020-05-02,3,0,135
Madagascar,Africa,2020-05-04,14,0,149
Madagascar,Africa,2020-05-06,19,0,168
Malawi,Africa,2020-04-03,3,0,3
Malawi,Africa,2020-04-05,1,0,4
Malawi,Africa,2020-04-07,1,0,5
Malawi,Africa,2020-04-08,3,1,8
Malawi,Africa,2020-04-11,1,0,9
Malawi,Africa,2020-04-12,3,1,12
Malawi,Africa,2020-04-13,1,0,13
Malawi,Africa,2020-04-14,3,0,16
Malawi,Africa,2020-04-18,1,0,17
Malawi,Africa,2020-04-22,1,0,18
Malawi,Africa,2020-04-23,5,1,23
Malawi,Africa,2020-04-24,10,0,33
Malawi,Africa,2020-04-27,1,0,34
Malawi,Africa,2020-04-28,2,0,36
Malawi,Africa,2020-05-01,1,0,37
Malawi,Africa,2020-05-03,1,0,38
Malawi,Africa,2020-05-04,1,0,39
Malawi,Africa,2020-05-05,2,0,41
Malaysia,Asia,2020-01-25,3,0,3
Malaysia,Asia,2020-01-26,1,0,4
Malaysia,Asia,2020-01-29,3,0,7
Malaysia,Asia,2020-01-31,1,0,8
Malaysia,Asia,2020-02-05,2,0,10
Malaysia,Asia,2020-02-06,2,0,12
Malaysia,Asia,2020-02-07,2,0,14
Malaysia,Asia,2020-02-08,1,0,15
Malaysia,Asia,2020-02-09,1,0,16
Malaysia,Asia,2020-02-10,2,0,18
Malaysia,Asia,2020-02-14,1,0,19
Malaysia,Asia,2020-02-15,2,0,21
Malaysia,Asia,2020-02-16,1,0,22
Malaysia,Asia,2020-02-28,1,0,23
Malaysia,Asia,2020-02-29,2,0,25
Malaysia,Asia,2020-03-02,4,0,29
Malaysia,Asia,2020-03-04,7,0,36
Malaysia,Asia,2020-03-05,14,0,50
Malaysia,Asia,2020-03-07,33,0,83
Malaysia,Asia,2020-03-08,10,0,93
Malaysia,Asia,2020-03-09,6,0,99
Malaysia,Asia,2020-03-10,18,0,117
Malaysia,Asia,2020-03-11,12,0,129
Malaysia,Asia,2020-03-12,20,0,149
Malaysia,Asia,2020-03-13,9,0,158
Malaysia,Asia,2020-03-14,39,0,197
Malaysia,Asia,2020-03-15,41,0,238
Malaysia,Asia,2020-03-16,190,0,428
Malaysia,Asia,2020-03-17,125,0,553
Malaysia,Asia,2020-03-18,120,2,673
Malaysia,Asia,2020-03-19,117,0,790
Malaysia,Asia,2020-03-20,110,0,900
Malaysia,Asia,2020-03-21,130,0,1030
Malaysia,Asia,2020-03-22,153,2,1183
Malaysia,Asia,2020-03-23,123,6,1306
Malaysia,Asia,2020-03-24,212,4,1518
Malaysia,Asia,2020-03-25,106,1,1624
Malaysia,Asia,2020-03-26,172,4,1796
Malaysia,Asia,2020-03-27,235,4,2031
Malaysia,Asia,2020-03-28,130,3,2161
Malaysia,Asia,2020-03-29,159,1,2320
Malaysia,Asia,2020-03-30,150,7,2470
Malaysia,Asia,2020-03-31,156,3,2626
Malaysia,Asia,2020-04-01,140,6,2766
Malaysia,Asia,2020-04-02,142,2,2908
Malaysia,Asia,2020-04-03,208,5,3116
Malaysia,Asia,2020-04-04,217,3,3333
Malaysia,Asia,2020-04-05,150,4,3483
Malaysia,Asia,2020-04-06,179,4,3662
Malaysia,Asia,2020-04-07,131,1,3793
Malaysia,Asia,2020-04-08,170,1,3963
Malaysia,Asia,2020-04-09,156,2,4119
Malaysia,Asia,2020-04-10,109,2,4228
Malaysia,Asia,2020-04-11,118,3,4346
Malaysia,Asia,2020-04-12,184,3,4530
Malaysia,Asia,2020-04-13,153,3,4683
Malaysia,Asia,2020-04-14,134,1,4817
Malaysia,Asia,2020-04-15,170,5,4987
Malaysia,Asia,2020-04-16,85,1,5072
Malaysia,Asia,2020-04-17,110,1,5182
Malaysia,Asia,2020-04-18,69,2,5251
Malaysia,Asia,2020-04-19,54,2,5305
Malaysia,Asia,2020-04-20,84,1,5389
Malaysia,Asia,2020-04-21,36,0,5425
Malaysia,Asia,2020-04-22,57,3,5482
Malaysia,Asia,2020-04-23,50,1,5532
Malaysia,Asia,2020-04-24,71,2,5603
Malaysia,Asia,2020-04-25,88,1,5691
Malaysia,Asia,2020-04-26,51,2,5742
Malaysia,Asia,2020-04-27,38,0,5780
Malaysia,Asia,2020-04-28,40,1,5820
Malaysia,Asia,2020-04-29,31,1,5851
Malaysia,Asia,2020-04-30,94,0,5945
Malaysia,Asia,2020-05-01,57,2,6002
Malaysia,Asia,2020-05-02,69,1,6071
Malaysia,Asia,2020-05-03,105,0,6176
Malaysia,Asia,2020-05-04,122,2,6298
Malaysia,Asia,2020-05-05,55,0,6353
Malaysia,Asia,2020-05-06,30,1,6383
Maldives,Asia,2020-03-08,2,0,2
Maldives,Asia,2020-03-09,2,0,4
Maldives,Asia,2020-03-11,2,0,6
Maldives,Asia,2020-03-12,2,0,8
Maldives,Asia,2020-03-14,1,0,9
Maldives,Asia,2020-03-16,4,0,13
Maldives,Asia,2020-03-28,1,0,14
Maldives,Asia,2020-03-29,2,0,16
Maldives,Asia,2020-03-30,1,0,17
Maldives,Asia,2020-04-01,1,0,18
Maldives,Asia,2020-04-02,1,0,19
Maldives,Asia,2020-04-13,1,0,20
Maldives,Asia,2020-04-15,1,0,21
Maldives,Asia,2020-04-17,4,0,25
Maldives,Asia,2020-04-18,4,0,29
Maldives,Asia,2020-04-19,6,0,35
Maldives,Asia,2020-04-20,17,0,52
Maldives,Asia,2020-04-21,17,0,69
Maldives,Asia,2020-04-22,16,0,85
Maldives,Asia,2020-04-24,25,0,110
Maldives,Asia,2020-04-25,18,0,128
Maldives,Asia,2020-04-26,9,0,137
Maldives,Asia,2020-04-27,77,0,214
Maldives,Asia,2020-04-29,31,0,245
Maldives,Asia,2020-04-30,32,0,277
Maldives,Asia,2020-05-01,191,1,468
Maldives,Asia,2020-05-02,23,0,491
Maldives,Asia,2020-05-03,28,0,519
Maldives,Asia,2020-05-04,8,0,527
Maldives,Asia,2020-05-05,24,0,551
Maldives,Asia,2020-05-06,22,0,573
Mali,Africa,2020-03-26,2,0,2
Mali,Africa,2020-03-27,2,0,4
Mali,Africa,2020-03-29,5,0,9
Mali,Africa,2020-03-30,9,0,18
Mali,Africa,2020-04-01,,1,18
Mali,Africa,2020-04-02,10,0,28
Mali,Africa,2020-04-03,8,2,36
Mali,Africa,2020-04-04,3,0,39
Mali,Africa,2020-04-05,2,0,41
Mali,Africa,2020-04-06,4,2,45
Mali,Africa,2020-04-07,2,0,47
Mali,Africa,2020-04-08,9,0,56
Mali,Africa,2020-04-09,3,2,59
Mali,Africa,2020-04-11,28,0,87
Mali,Africa,2020-04-12,18,2,105
Mali,Africa,2020-04-13,11,0,116
Mali,Africa,2020-04-14,7,1,123
Mali,Africa,2020-04-15,21,3,144
Mali,Africa,2020-04-16,4,0,148
Mali,Africa,2020-04-17,23,0,171
Mali,Africa,2020-04-18,19,0,190
Mali,Africa,2020-04-19,26,0,216
Mali,Africa,2020-04-20,8,1,224
Mali,Africa,2020-04-21,22,0,246
Mali,Africa,2020-04-22,12,0,258
Mali,Africa,2020-04-23,35,3,293
Mali,Africa,2020-04-24,16,4,309
Mali,Africa,2020-04-25,16,0,325
Mali,Africa,2020-04-26,45,0,370
Mali,Africa,2020-04-27,19,2,389
Mali,Africa,2020-04-28,19,0,408
Mali,Africa,2020-04-29,16,1,424
Mali,Africa,2020-04-30,58,1,482
Mali,Africa,2020-05-01,8,1,490
Mali,Africa,2020-05-02,18,0,508
Mali,Africa,2020-05-03,36,0,544
Mali,Africa,2020-05-04,19,1,563
Mali,Africa,2020-05-05,17,2,580
Mali,Africa,2020-05-06,32,3,612
Malta,Europe,2020-03-08,3,0,3
Malta,Europe,2020-03-10,1,0,4
Malta,Europe,2020-03-12,2,0,6
Malta,Europe,2020-03-13,3,0,9
Malta,Europe,2020-03-14,3,0,12
Malta,Europe,2020-03-15,6,0,18
Malta,Europe,2020-03-16,3,0,21
Malta,Europe,2020-03-17,9,0,30
Malta,Europe,2020-03-18,8,0,38
Malta,Europe,2020-03-19,10,0,48
Malta,Europe,2020-03-20,5,0,53
Malta,Europe,2020-03-21,11,0,64
Malta,Europe,2020-03-22,9,0,73
Malta,Europe,2020-03-23,17,0,90
Malta,Europe,2020-03-24,17,0,107
Malta,Europe,2020-03-25,13,0,120
Malta,Europe,2020-03-26,9,0,129
Malta,Europe,2020-03-27,5,0,134
Malta,Europe,2020-03-28,5,0,139
Malta,Europe,2020-03-29,10,0,149
Malta,Europe,2020-03-30,2,0,151
Malta,Europe,2020-03-31,5,0,156
Malta,Europe,2020-04-01,11,0,167
Malta,Europe,2020-04-02,21,0,188
Malta,Europe,2020-04-03,7,0,195
Malta,Europe,2020-04-04,7,0,202
Malta,Europe,2020-04-05,11,0,213
Malta,Europe,2020-04-06,21,0,234
Malta,Europe,2020-04-07,7,0,241
Malta,Europe,2020-04-08,52,0,293
Malta,Europe,2020-04-09,6,1,299
Malta,Europe,2020-04-10,38,1,337
Malta,Europe,2020-04-11,13,0,350
Malta,Europe,2020-04-12,20,1,370
Malta,Europe,2020-04-13,8,0,378
Malta,Europe,2020-04-14,6,0,384
Malta,Europe,2020-04-15,9,0,393
Malta,Europe,2020-04-16,6,0,399
Malta,Europe,2020-04-17,13,0,412
Malta,Europe,2020-04-18,10,0,422
Malta,Europe,2020-04-19,4,0,426
Malta,Europe,2020-04-20,1,0,427
Malta,Europe,2020-04-21,4,0,431
Malta,Europe,2020-04-22,12,0,443
Malta,Europe,2020-04-23,1,0,444
Malta,Europe,2020-04-24,1,0,445
Malta,Europe,2020-04-25,2,0,447
Malta,Europe,2020-04-26,1,1,448
Malta,Europe,2020-04-28,2,0,450
Malta,Europe,2020-04-30,13,0,463
Malta,Europe,2020-05-01,2,0,465
Malta,Europe,2020-05-02,2,0,467
Malta,Europe,2020-05-04,10,0,477
Malta,Europe,2020-05-05,3,0,480
Malta,Europe,2020-05-06,2,1,482
Mauritania,Africa,2020-03-15,1,0,1
Mauritania,Africa,2020-03-20,1,0,2
Mauritania,Africa,2020-03-27,1,0,3
Mauritania,Africa,2020-03-29,2,0,5
Mauritania,Africa,2020-04-03,1,1,6
Mauritania,Africa,2020-04-10,1,0,7
Mauritania,Africa,2020-05-01,1,0,8
Mauritius,Africa,2020-03-20,3,0,3
Mauritius,Africa,2020-03-21,9,0,12
Mauritius,Africa,2020-03-22,2,1,14
Mauritius,Africa,2020-03-23,14,1,28
Mauritius,Africa,2020-03-24,8,0,36
Mauritius,Africa,2020-03-25,6,0,42
Mauritius,Africa,2020-03-26,6,0,48
Mauritius,Africa,2020-03-27,33,0,81
Mauritius,Africa,2020-03-28,13,0,94
Mauritius,Africa,2020-03-29,8,0,102
Mauritius,Africa,2020-03-30,8,1,110
Mauritius,Africa,2020-03-31,18,0,128
Mauritius,Africa,2020-04-01,15,0,143
Mauritius,Africa,2020-04-02,11,2,154
Mauritius,Africa,2020-04-03,15,2,169
Mauritius,Africa,2020-04-04,17,0,186
Mauritius,Africa,2020-04-05,10,0,196
Mauritius,Africa,2020-04-06,31,0,227
Mauritius,Africa,2020-04-07,17,0,244
Mauritius,Africa,2020-04-08,24,0,268
Mauritius,Africa,2020-04-09,5,0,273
Mauritius,Africa,2020-04-10,41,0,314
Mauritius,Africa,2020-04-11,4,2,318
Mauritius,Africa,2020-04-12,1,0,319
Mauritius,Africa,2020-04-13,5,0,324
Mauritius,Africa,2020-04-19,1,0,325
Mauritius,Africa,2020-04-20,3,0,328
Mauritius,Africa,2020-04-23,1,0,329
Mauritius,Africa,2020-04-24,2,0,331
Mauritius,Africa,2020-04-27,1,0,332
Mauritius,Africa,2020-04-28,,1,332
Mexico,America,2020-02-29,2,0,2
Mexico,America,2020-03-01,2,0,4
Mexico,America,2020-03-02,1,0,5
Mexico,America,2020-03-09,2,0,7
Mexico,America,2020-03-12,4,0,11
Mexico,America,2020-03-13,5,0,16
Mexico,America,2020-03-14,10,0,26
Mexico,America,2020-03-15,15,0,41
Mexico,America,2020-03-16,12,0,53
Mexico,America,2020-03-17,29,0,82
Mexico,America,2020-03-18,11,0,93
Mexico,America,2020-03-19,25,0,118
Mexico,America,2020-03-20,46,0,164
Mexico,America,2020-03-21,39,2,203
Mexico,America,2020-03-22,48,0,251
Mexico,America,2020-03-23,65,0,316
Mexico,America,2020-03-24,51,2,367
Mexico,America,2020-03-25,38,1,405
Mexico,America,2020-03-26,70,0,475
Mexico,America,2020-03-27,110,3,585
Mexico,America,2020-03-28,132,4,717
Mexico,America,2020-03-29,131,4,848
Mexico,America,2020-03-30,145,4,993
Mexico,America,2020-03-31,101,8,1094
Mexico,America,2020-04-01,121,1,1215
Mexico,America,2020-04-02,163,8,1378
Mexico,America,2020-04-03,132,13,1510
Mexico,America,2020-04-04,178,10,1688
Mexico,America,2020-04-05,202,19,1890
Mexico,America,2020-04-06,253,15,2143
Mexico,America,2020-04-07,296,31,2439
Mexico,America,2020-04-08,346,16,2785
Mexico,America,2020-04-09,396,33,3181
Mexico,America,2020-04-10,260,20,3441
Mexico,America,2020-04-11,403,39,3844
Mexico,America,2020-04-12,375,40,4219
Mexico,America,2020-04-13,442,23,4661
Mexico,America,2020-04-14,353,36,5014
Mexico,America,2020-04-15,385,74,5399
Mexico,America,2020-04-16,448,43,5847
Mexico,America,2020-04-17,450,37,6297
Mexico,America,2020-04-18,578,60,6875
Mexico,America,2020-04-19,622,104,7497
Mexico,America,2020-04-20,764,36,8261
Mexico,America,2020-04-21,511,26,8772
Mexico,America,2020-04-22,729,145,9501
Mexico,America,2020-04-23,1043,113,10544
Mexico,America,2020-04-24,1089,99,11633
Mexico,America,2020-04-25,1239,152,12872
Mexico,America,2020-04-26,970,84,13842
Mexico,America,2020-04-27,835,46,14677
Mexico,America,2020-04-28,852,83,15529
Mexico,America,2020-04-29,1223,135,16752
Mexico,America,2020-04-30,1047,163,17799
Mexico,America,2020-05-01,1425,127,19224
Mexico,America,2020-05-02,1515,113,20739
Mexico,America,2020-05-03,1349,89,22088
Mexico,America,2020-05-04,1383,93,23471
Mexico,America,2020-05-05,1434,117,24905
Mexico,America,2020-05-06,1120,236,26025
Moldova,Europe,2020-03-08,1,0,1
Moldova,Europe,2020-03-11,2,0,3
Moldova,Europe,2020-03-12,1,0,4
Moldova,Europe,2020-03-13,2,0,6
Moldova,Europe,2020-03-14,2,0,8
Moldova,Europe,2020-03-15,12,0,20
Moldova,Europe,2020-03-16,3,0,23
Moldova,Europe,2020-03-17,6,0,29
Moldova,Europe,2020-03-18,1,0,30
Moldova,Europe,2020-03-19,6,1,36
Moldova,Europe,2020-03-20,13,0,49
Moldova,Europe,2020-03-21,17,0,66
Moldova,Europe,2020-03-22,14,0,80
Moldova,Europe,2020-03-23,14,0,94
Moldova,Europe,2020-03-24,15,0,109
Moldova,Europe,2020-03-25,16,0,125
Moldova,Europe,2020-03-26,24,0,149
Moldova,Europe,2020-03-27,28,0,177
Moldova,Europe,2020-03-28,22,1,199
Moldova,Europe,2020-03-29,32,0,231
Moldova,Europe,2020-03-30,32,0,263
Moldova,Europe,2020-03-31,35,0,298
Moldova,Europe,2020-04-01,55,2,353
Moldova,Europe,2020-04-02,70,1,423
Moldova,Europe,2020-04-03,82,1,505
Moldova,Europe,2020-04-04,86,2,591
Moldova,Europe,2020-04-05,161,4,752
Moldova,Europe,2020-04-06,112,3,864
Moldova,Europe,2020-04-07,101,4,965
Moldova,Europe,2020-04-08,91,3,1056
Moldova,Europe,2020-04-09,118,5,1174
Moldova,Europe,2020-04-10,115,2,1289
Moldova,Europe,2020-04-11,149,0,1438
Moldova,Europe,2020-04-12,122,1,1560
Moldova,Europe,2020-04-13,102,2,1662
Moldova,Europe,2020-04-14,50,4,1712
Moldova,Europe,2020-04-15,222,4,1934
Moldova,Europe,2020-04-16,115,6,2049
Moldova,Europe,2020-04-17,105,8,2154
Moldova,Europe,2020-04-18,110,2,2264
Moldova,Europe,2020-04-19,87,4,2351
Moldova,Europe,2020-04-20,121,7,2472
Moldova,Europe,2020-04-21,76,3,2548
Moldova,Europe,2020-04-22,66,3,2614
Moldova,Europe,2020-04-23,164,3,2778
Moldova,Europe,2020-04-24,148,4,2926
Moldova,Europe,2020-04-25,184,7,3110
Moldova,Europe,2020-04-26,194,7,3304
